mondo_id	label	category	prevalence_per_100k_us	prioritization_category
MONDO:0010402	syndromic X-linked intellectual disability 94	Neurodevelopmental		expanded
MONDO:0014716	macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome	Neurodevelopmental		expanded
MONDO:0010519	alpha thalassemia-X-linked intellectual disability syndrome	Neurodevelopmental		expanded
MONDO:0008612	tuberous sclerosis 1	Neurodevelopmental		expanded
MONDO:0013199	tuberous sclerosis 2	Neurodevelopmental		expanded
MONDO:0009949	pyruvate carboxylase deficiency disease	Neurodegenerative		expanded
MONDO:0001707	cardiac sarcoidosis	Cardiac		expanded
MONDO:0001956	capillary leak syndrome	Cardiac		expanded
MONDO:0001999	idiopathic pulmonary arterial hypertension	Cardiac		expanded
MONDO:0005620	cerebral amyloid angiopathy	Cardiac		expanded
MONDO:0008538	temporal arteritis	Cardiac		expanded
MONDO:0008681	WAGR syndrome	Neurodevelopmental		expanded
MONDO:0008889	thromboangiitis obliterans	Cardiac		expanded
MONDO:0008935	cerebellar ataxia-hypogonadism syndrome	Neurodegenerative		expanded
MONDO:0010706	premature ovarian failure 1	Neurodevelopmental		expanded
MONDO:0011208	malignant atrophic papulosis	Cardiac		expanded
MONDO:0011895	idiopathic hypereosinophilic syndrome	Cardiac		expanded
MONDO:0015374	primary central nervous system vasculitis	Cardiac		expanded
MONDO:0015691	hypereosinophilic syndrome	Cardiac		expanded
MONDO:0016028	erythromelalgia	Cardiac		expanded
MONDO:0016499	autoimmune autonomic ganglionopathy	Neuroimmune		expanded
MONDO:0017729	metachromatic leukodystrophy, late infantile form	Neurodegenerative		expanded
MONDO:0017991	Takayasu arteritis	Cardiac		expanded
MONDO:0020640	autoimmune encephalitis	Neuroimmune		expanded
MONDO:0021081	anti-NMDA receptor encephalitis	Neuroimmune		expanded
MONDO:0100567	hereditary angioedema with normal C1Inh	Cardiac		expanded
MONDO:8000015	46,XY sex reversal 11	Cardiac		expanded
MONDO:0019438	AL amyloidosis	Cardiac		expanded
MONDO:0800113	necrotizing vasculitis	Cardiac		expanded
MONDO:0008752	Alexander disease	Neurodegenerative		expanded
MONDO:0017730	metachromatic leukodystrophy, adult form	Neurodegenerative		expanded
MONDO:0023134	febrile ulceronecrotic Mucha-Habermann disease	Cardiac		expanded
MONDO:0012735	Temple-Baraitser syndrome	Neurodevelopmental		expanded
MONDO:0009532	Miller-Dieker lissencephaly syndrome	Neurodevelopmental		expanded
MONDO:0009341	Mowat-Wilson syndrome	Neurodevelopmental		expanded
MONDO:0017694	glycogen storage disease due to acid maltase deficiency, infantile onset	Cardiac		expanded
MONDO:0014306	deficiency of adenosine deaminase 2	Cardiac		expanded
MONDO:0013388	developmental and epileptic encephalopathy, 11	Neurodevelopmental		expanded
MONDO:0013801	developmental and epileptic encephalopathy, 13	Neurodevelopmental		expanded
MONDO:0012960	intellectual disability, autosomal dominant 5	Neurodevelopmental		expanded
MONDO:0014328	developmental and epileptic encephalopathy, 19	Neurodevelopmental		expanded
MONDO:0014921	developmental and epileptic encephalopathy, 43	Neurodevelopmental		expanded
MONDO:0017325	early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation	Neurodevelopmental		expanded
MONDO:0019623	hereditary angioedema	Cardiac		expanded
MONDO:0100040	FOXG1 disorder	Neurodevelopmental		expanded
MONDO:0010246	developmental and epileptic encephalopathy, 9	Neurodevelopmental		expanded
MONDO:0014035	severe intellectual disability-progressive spastic diplegia syndrome	Neurodevelopmental		expanded
MONDO:0012563	holoprosencephaly 9	Neurodevelopmental		expanded
MONDO:0016596	hyperphosphatasia-intellectual disability syndrome	Neurodevelopmental		expanded
MONDO:0010041	Charlevoix-Saguenay spastic ataxia	Neurodegenerative		expanded
MONDO:0018324	adult-onset myasthenia gravis	Neuroimmune		expanded
MONDO:0016342	familial isolated arrhythmogenic right ventricular dysplasia	Cardiac		expanded
MONDO:0005021	dilated cardiomyopathy	Cardiac		expanded
MONDO:0017147	obsolete idiopathic pulmonary arterial hypertension	Cardiac		expanded
MONDO:0018901	left ventricular noncompaction	Cardiac		expanded
MONDO:0005475	migraine with aura	Cardiac		expanded
MONDO:0011479	postural orthostatic tachycardia syndrome	Cardiac		expanded
MONDO:0014243	Schaaf-Yang syndrome	Neurodevelopmental		expanded
MONDO:0002687	superior mesenteric artery syndrome	Cardiac		expanded
MONDO:0007414	Gorham-Stout disease	Cardiac		expanded
MONDO:0010664	syndromic X-linked intellectual disability Snyder type	Neurodevelopmental		expanded
MONDO:0013387	developmental and epileptic encephalopathy, 7	Neurodevelopmental		expanded
MONDO:0013989	developmental and epileptic encephalopathy, 14	Neurodevelopmental		expanded
MONDO:0014607	developmental and epileptic encephalopathy, 32	Neurodevelopmental		expanded
MONDO:0014936	ZTTK syndrome	Neurodevelopmental		expanded
MONDO:0015523	epithelioid hemangioendothelioma	Cardiac		expanded
MONDO:0018677	visceral heterotaxy	Cardiac		expanded
MONDO:0024457	neurodegeneration with brain iron accumulation 2A	Neurodegenerative		expanded
MONDO:0100485	KCNH1 associated disorder	Neurodevelopmental		expanded
MONDO:0100605	POLR-related leukodystrophy	Neurodegenerative		expanded
MONDO:0014823	hypotonia, infantile, with psychomotor retardation and characteristic facies 3	Neurodevelopmental		expanded
MONDO:0005453	congenital heart disease	Cardiac		expanded
MONDO:0007846	KBG syndrome	Neurodevelopmental		expanded
MONDO:0008960	Charcot-Marie-Tooth disease-hearing loss-intellectual disability syndrome	Neurodevelopmental		expanded
MONDO:0009241	fountain syndrome	Neurodevelopmental		expanded
MONDO:0012081	15q11q13 microduplication syndrome	Neurodevelopmental		expanded
MONDO:0012496	Koolen-de Vries syndrome	Neurodevelopmental		expanded
MONDO:0012812	developmental and epileptic encephalopathy, 4	Neurodevelopmental		expanded
MONDO:0013452	multisystemic smooth muscle dysfunction syndrome	Cardiac		expanded
MONDO:0013885	Malan overgrowth syndrome	Neurodevelopmental		expanded
MONDO:0014773	cardiac anomalies - developmental delay - facial dysmorphism syndrome	Cardiac		expanded
MONDO:0014773	cardiac anomalies - developmental delay - facial dysmorphism syndrome	Neurodevelopmental		expanded
MONDO:0014805	Hao-Fountain syndrome	Neurodevelopmental		expanded
MONDO:0015802	autosomal dominant non-syndromic intellectual disability	Neurodevelopmental		expanded
MONDO:0016343	obsolete unclassified cardiomyopathy	Cardiac		expanded
MONDO:0016621	juvenile Huntington disease	Neurodegenerative		expanded
MONDO:0016855	Mowat-Wilson syndrome due to monosomy 2q22	Neurodevelopmental		expanded
MONDO:0018320	primary microcephaly-mild intellectual disability-young-onset diabetes syndrome	Neurodevelopmental		expanded
MONDO:0018614	undetermined early-onset epileptic encephalopathy	Neurodevelopmental		expanded
MONDO:0018894	distal hereditary motor neuropathy	Neurodegenerative		expanded
MONDO:0019797	acrodysostosis	Neurodevelopmental		expanded
MONDO:0035122	obsolete GRIN2B-related developmental delay, intellectual disability and autism spectrum disorder	Neurodevelopmental		expanded
MONDO:0060759	neurodevelopmental disorder with regression, abnormal movements, loss of speech, and seizures	Neurodevelopmental		expanded
MONDO:0011436	autosomal recessive distal spinal muscular atrophy 1	Neurodegenerative		expanded
MONDO:0013150	parkinsonism-dystonia, infantile	Neurodegenerative		expanded
MONDO:0014311	autosomal recessive spinocerebellar ataxia 15	Neurodegenerative		expanded
MONDO:0014311	autosomal recessive spinocerebellar ataxia 15	Neurodevelopmental		expanded
MONDO:0014521	progressive myoclonic epilepsy type 7	Neurodegenerative		expanded
MONDO:0033365	developmental and epileptic encephalopathy, 56	Neurodevelopmental		expanded
MONDO:0957397	intellectual developmental disorder, autosomal dominant 72	Neurodevelopmental		expanded
MONDO:0014590	congenital myasthenic syndrome 18	Neurodegenerative		expanded
MONDO:0014590	congenital myasthenic syndrome 18	Neurodevelopmental		expanded
MONDO:0008876	Bloom syndrome	Neurodevelopmental		expanded
MONDO:0010375	developmental and epileptic encephalopathy, 8	Neurodevelopmental		expanded
MONDO:0010476	neurodegeneration with brain iron accumulation 5	Neurodegenerative		expanded
MONDO:0014482	intellectual disability, autosomal dominant 29	Neurodevelopmental		expanded
MONDO:0014933	developmental and epileptic encephalopathy, 44	Neurodevelopmental		expanded
MONDO:0032919	intellectual developmental disorder 62	Neurodevelopmental		expanded
MONDO:0013352	intellectual disability-severe speech delay-mild dysmorphism syndrome	Neurodevelopmental		expanded
MONDO:0013578	DYRK1A-related intellectual disability syndrome	Neurodevelopmental		expanded
MONDO:0018760	DeSanto-Shinawi syndrome	Neurodevelopmental		expanded
MONDO:0100038	complex neurodevelopmental disorder	Neurodevelopmental		expanded
MONDO:0035149	secondary erythromelalgia	Cardiac		expanded
